1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3,1,1,1,3,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
3,1,1,1,3,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
3,1,1,1,3,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
3,1,1,1,3,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
3,1,1,1,3,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,1,1,19,20,4,4,4,1,2,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,19,20,0,0,0,0,15,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,0,13,1,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,15,1,1,1,1,1,1,1,1,1,16,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,13,1,1,1,1,1,1,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,15,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,3
3,0,0,0,0,13,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,3
3,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,12,0,0,0,0,0,0,0,9,10,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,3
3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,3
3,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,3
3,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,3
3,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,3
3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,4,4,4,3,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,3,0,0,0,0,0,13,14,0,0,0,0,0,0,0,5,1,4,4,1,6,0,0,0,0,0,0,0,9,10,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,4,4,4,3,0,0,0,0,0,21,22,0,0,0,0,0,0,5,1,3,0,0,3,1,6,0,0,0,0,0,0,17,18,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,3,0,0,0,0,0,23,24,0,0,0,0,0,5,1,1,3,4,4,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,3,0,0,3,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,4,4,4,4,4,3
3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,3,4,4,3,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,4,0,0,3
3,4,4,4,1,4,4,4,1,0,0,0,0,0,0,5,1,1,1,1,3,0,0,3,1,1,1,1,6,0,0,0,0,0,0,0,0,0,5,1,1,8,0,4,0,0,0,0,0,3
3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1,1,1,1,1,3,4,4,3,1,1,1,1,1,6,0,0,0,0,0,0,0,5,1,1,8,0,0,0,0,4,0,0,4,3
3,4,4,4,0,0,5,1,3,0,0,0,9,10,1,1,1,1,1,1,3,0,0,3,1,1,1,1,1,1,11,12,0,0,0,0,5,1,1,8,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,5,1,1,3,0,0,1,1,1,1,1,1,1,1,1,3,4,4,3,1,1,1,1,1,1,1,1,2,2,2,2,1,1,8,0,0,0,0,0,4,0,0,4,0,3
3,4,4,4,1,1,1,1,3,0,0,1,1,1,1,1,1,1,1,1,3,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,4,0,4,0,0,0,0,0,0,3
3,0,0,0,3,1,1,1,3,0,0,7,1,1,1,1,1,1,1,1,3,4,4,1,2,2,2,2,2,2,2,2,2,2,2,1,8,0,0,0,0,0,0,0,0,0,4,0,0,3
3,4,4,4,3,1,1,1,3,0,0,0,7,1,1,1,1,1,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3
3,0,0,0,3,1,1,1,3,0,0,0,0,7,1,1,1,1,1,1,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3
